id,airport_code,city,driver_name,driver_rating,driver_trips,cab_type,vehicle_model,passenger_capacity,base_fare,price_per_km,estimated_wait_minutes,is_electric,is_shuttle
1442,NVM,Navi Mumbai,Amit Kumar,4.73,433,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
1443,BTH,Bettiah,Rahul Banerjee,4.4,2273,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
1444,PAL,Pali,Santosh Kulkarni,4.46,1222,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,6,1,0
1445,DIU,Diu,Rahul Banerjee,4.49,1946,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,11,0,0
1446,YTL,Yavatmal,Sanjay Rao,4.85,1059,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
1447,PUR,Purulia,Dinesh Pillai,4.45,1339,Airport Express Shuttle,Tata Winger Executive,12,180,8,9,0,1
1448,KAP,Kadapa,Santosh Kulkarni,4.74,407,Executive Premium,Skoda Superb,4,1200,35,3,0,0
1449,BLR,Bengaluru,Vijay Reddy,4.48,841,Hatchback (WagonR),Hyundai i10,4,250,12,3,0,0
1450,AMD,Ahmedabad,Sunil Yadav,4.62,1143,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
1451,KJB,Kurnool (Orvakal),Santosh Kulkarni,4.48,605,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
1452,TRV,Thiruvananthapuram,Rohan Mehta,4.51,931,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,10,0,0
1453,PUR,Purulia,Rohan Mehta,4.49,742,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
1454,HIR,Sambalpur,Rohan Mehta,4.41,1569,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
1455,JGA,Jamnagar,Rohan Mehta,4.57,1305,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
1456,JLG,Jalgaon,Dinesh Pillai,4.42,704,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
1457,IMF,Imphal,Vikram Singh,4.61,2262,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
1458,IXE,Mangaluru,Suresh Patel,4.79,1938,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,10,1,0
1459,IXE,Mangaluru,Rohan Mehta,4.69,1619,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,14,1,0
1460,MAA,Chennai,Harpreet Singh,4.98,742,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,3,0,0
1461,JLR,Jabalpur,Dinesh Pillai,4.81,1758,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,11,0,0
1462,WGC,Warangal,Mahesh Choudhary,4.53,1740,Sedan (Dzire/Etios),Toyota Etios,4,350,14,9,0,0
1463,AMR,Amravati,Praveen Nair,4.92,1049,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
1464,CCU,Kolkata,Harpreet Singh,4.96,503,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
1465,RJA,Rajahmundry,Amit Kumar,4.66,1230,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,6,0,0
1466,BLR,Bengaluru,Ramesh Verma,4.84,1526,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
1467,IDR,Indore,Praveen Nair,4.59,605,Airport Express Shuttle,Tata Winger Executive,12,180,8,8,0,1
1468,PYB,Jeypore,Suresh Patel,4.64,1046,Hatchback (WagonR),Hyundai i10,4,250,12,5,0,0
1469,RKG,Durgapur,Mahesh Choudhary,4.49,1470,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
1470,IDR,Indore,Vijay Reddy,4.49,1484,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,8,0,0
1471,JGD,Jagdalpur,Sunil Yadav,4.66,859,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
1472,SDW,Sindhudurg,Rohan Mehta,4.43,2253,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,10,1,0
1473,IXS,Silchar,Anil Deshmukh,4.42,153,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
1474,BHJ,Bhuj (Kutch),Rajesh Sharma,4.91,1788,Sedan (Dzire/Etios),Toyota Etios,4,350,14,6,0,0
1475,KAI,Kailashahar,Amit Kumar,4.71,1100,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,10,1,0
1476,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Rahul Banerjee,4.92,1695,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,9,0,0
1477,BKN,Bikaner,Amit Kumar,4.97,583,Hatchback (WagonR),Hyundai i10,4,250,12,11,0,0
1478,CHI,Chhindwara,Mahesh Choudhary,4.69,691,Executive Premium,Skoda Superb,4,1200,35,14,0,0
1479,DIU,Diu,Suresh Patel,4.91,907,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,9,0,0
1480,PAL,Pali,Praveen Nair,4.67,781,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,7,1,0
1481,HIR,Sambalpur,Mahesh Choudhary,4.48,1299,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,4,0,0
1482,SXR,Srinagar,Vikram Singh,4.42,1521,Executive Premium,Mercedes C-Class,4,1200,35,10,0,0
1483,PUI,Purnea,Dinesh Pillai,4.4,303,Airport Express Shuttle,Force Traveller AC,12,180,8,3,0,1
1484,IXS,Silchar,Deepak Joshi,4.47,1110,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,9,0,0
1485,HBI,Itanagar,Sanjay Rao,4.84,1213,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
1486,IMF,Imphal,Suresh Patel,4.65,152,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,6,0,0
1487,ALD,Aligarh,Sanjay Rao,4.81,1559,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
1488,ZER,Ziro,Vikram Singh,4.72,197,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,10,0,0
1489,NVY,Neyveli,Harpreet Singh,4.57,2060,Executive Premium,Toyota Camry Hybrid,4,1200,35,12,0,0
1490,BVC,Bhavnagar,Manoj Gupta,4.41,1489,Executive Premium,Toyota Camry Hybrid,4,1200,35,11,0,0
1491,ATQ,Amritsar,Gaurav Tiwari,4.75,2387,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,5,1,0
1492,BPI,Mayurbhanj,Gaurav Tiwari,4.55,179,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,9,1,0
1493,BOK,Bokaro,Sunil Yadav,4.59,1688,Executive Premium,Skoda Superb,4,1200,35,9,0,0
1494,KOK,Kokrajhar,Harpreet Singh,4.51,2214,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
1495,JRG,Jharsuguda,Sunil Yadav,4.5,1976,Executive Premium,Skoda Superb,4,1200,35,5,0,0
1496,NVM,Navi Mumbai,Rajesh Sharma,4.62,1186,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,8,1,0
1497,WGC,Warangal,Rohan Mehta,4.94,278,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,12,0,0
1498,BHJ,Bhuj (Kutch),Harpreet Singh,4.42,1086,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,13,0,0
1499,JAI,Jaipur,Gaurav Tiwari,4.91,1007,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
1500,RAT,Ratlam,Mahesh Choudhary,4.61,2193,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,11,1,0
1501,BVC,Bhavnagar,Deepak Joshi,4.86,964,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
1502,BBI,Bhubaneswar,Manoj Gupta,4.6,255,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
1503,IXT,Pasighat,Sunil Yadav,4.78,534,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
1504,KAM,Kamalpur,Mahesh Choudhary,4.42,463,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
1505,KQH,Ajmer / Kishangarh,Harpreet Singh,4.94,2108,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
1506,KHO,Khowai,Rajesh Sharma,4.69,1096,Executive Premium,Mercedes C-Class,4,1200,35,11,0,0
1507,KAM,Kamalpur,Suresh Patel,4.67,179,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
1508,JDH,Jodhpur,Praveen Nair,4.68,1042,Airport Express Shuttle,Tata Winger Executive,12,180,8,3,0,1
1509,AMB,Ambikapur,Praveen Nair,4.4,1346,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
1510,PYG,Gangtok / Pakyong (Sikkim),Vijay Reddy,4.65,1960,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
1511,MAA,Chennai,Harpreet Singh,4.5,1046,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,10,0,0
1512,NAG,Nagpur,Praveen Nair,4.56,619,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
1513,WGC,Warangal,Dinesh Pillai,4.58,1782,Executive Premium,Skoda Superb,4,1200,35,12,0,0
1514,MEH,Mehsana,Santosh Kulkarni,4.49,1965,Hatchback (WagonR),Tata Tiago,4,250,12,11,0,0
1515,JRG,Jharsuguda,Manoj Gupta,4.85,1924,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
1516,NWP,Pithoragarh,Pankaj Das,4.93,1686,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,9,0,0
1517,AMRE,Amreli,Sanjay Rao,4.71,2289,Executive Premium,Toyota Camry Hybrid,4,1200,35,14,0,0
1518,NVM,Navi Mumbai,Praveen Nair,4.75,906,Hatchback (WagonR),Hyundai i10,4,250,12,9,0,0
1519,AGR,Agra,Deepak Joshi,4.65,1712,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,6,0,0
1520,CNN,Kannur,Amit Kumar,4.83,2127,Executive Premium,Skoda Superb,4,1200,35,12,0,0
1521,WGC,Warangal,Rajesh Sharma,4.87,1052,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,10,1,0
1522,CFH,Chitrakoot,Amit Kumar,4.65,1129,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
1523,BDQ,Vadodara,Praveen Nair,4.89,577,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,9,1,0
1524,AMB,Ambikapur,Sunil Yadav,4.7,964,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
1525,KNU,Kanpur,Santosh Kulkarni,4.43,1718,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
1526,MEH,Mehsana,Dinesh Pillai,4.66,292,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
1527,NAG,Nagpur,Suresh Patel,4.79,1206,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,10,0,0
1528,BGP,Bhagalpur,Praveen Nair,4.76,776,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
1529,JRH,Jorhat,Pankaj Das,4.71,193,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,8,0,0
1530,HSS,Hisar,Dinesh Pillai,4.87,1501,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
1531,MRA,Noida / Jewar,Rajesh Sharma,4.59,915,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
1532,HZD,Hazaribagh,Sunil Yadav,4.91,1581,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
1533,IXR,Ranchi,Mahesh Choudhary,4.84,2128,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
1534,KAM,Kamalpur,Rajesh Sharma,4.88,553,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
1535,DIU,Diu,Rajesh Sharma,4.8,459,Hatchback (WagonR),Hyundai i10,4,250,12,8,0,0
1536,STV,Surat,Rajesh Sharma,4.44,713,Executive Premium,Skoda Superb,4,1200,35,12,0,0
1537,IXZ,Port Blair (Andaman),Rahul Banerjee,4.48,2203,Hatchback (WagonR),Tata Tiago,4,250,12,11,0,0
1538,SAG,Shirdi,Vikram Singh,4.63,900,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,5,0,0
1539,IXC,Chandigarh,Rajesh Sharma,4.69,1616,Hatchback (WagonR),Hyundai i10,4,250,12,5,0,0
1540,DBR,Darbhanga,Vikram Singh,4.83,456,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
1541,JGA,Jamnagar,Ramesh Verma,4.85,903,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,11,1,0
1542,DMU,Dimapur,Praveen Nair,4.68,101,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
1543,MZS,Sonbhadra,Sunil Yadav,4.47,1464,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
1544,GWL,Gwalior,Deepak Joshi,4.45,1092,Executive Premium,Toyota Camry Hybrid,4,1200,35,12,0,0
1545,MUZ,Muzaffarpur,Sunil Yadav,4.75,205,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
1546,GON,Gondia,Manoj Gupta,4.63,1181,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,4,0,0
1547,KAR,Karad / Satara,Rohan Mehta,4.44,2062,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
1548,BDQ,Vadodara,Rahul Banerjee,4.95,1248,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
1549,DON,Bhadrak / Dhamra,Sanjay Rao,4.81,2207,Hatchback (WagonR),Hyundai i10,4,250,12,7,0,0
1550,MYQ,Mysuru,Pankaj Das,4.63,2363,Executive Premium,Skoda Superb,4,1200,35,10,0,0
1551,KHO,Khowai,Anil Deshmukh,4.82,176,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
1552,NDC,Nanded,Deepak Joshi,4.41,1597,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,8,1,0
1553,IXB,Siliguri / Bagdogra,Deepak Joshi,4.43,1048,Executive Premium,Mercedes C-Class,4,1200,35,8,0,0
1554,BLR,Bengaluru,Rahul Banerjee,4.96,1034,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
1555,GWL,Gwalior,Pankaj Das,4.76,1475,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
1556,AMB,Ambikapur,Sunil Yadav,4.75,2389,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,14,0,0
1557,CNN,Kannur,Anil Deshmukh,4.4,510,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
1558,BLR,Bengaluru,Anil Deshmukh,4.66,2366,Executive Premium,Mercedes C-Class,4,1200,35,9,0,0
1559,JSA,Jaisalmer,Pankaj Das,4.91,523,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
1560,CFH,Chitrakoot,Sanjay Rao,4.54,315,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
1561,AMH,Azamgarh,Vikram Singh,4.88,377,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,12,0,0
1562,BHO,Bhopal,Deepak Joshi,4.51,1688,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
1563,AGX,Agatti Island (Lakshadweep),Rahul Banerjee,4.54,1265,Hatchback (WagonR),Hyundai i10,4,250,12,12,0,0
1564,IXW,Jamshedpur,Rahul Banerjee,4.55,921,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
1565,SAG,Shirdi,Sunil Yadav,4.4,286,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
1566,ROU,Rourkela,Rohan Mehta,4.6,910,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,14,0,0
1567,NDC,Nanded,Manoj Gupta,4.96,1079,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,3,0,0
1568,RPR,Raipur,Deepak Joshi,4.61,773,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
1569,PNQ,Pune,Sunil Yadav,4.42,2310,Hatchback (WagonR),Hyundai i10,4,250,12,12,0,0
1570,LUD,Ludhiana,Rohan Mehta,4.81,632,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,9,0,0
1571,AGX,Agatti Island (Lakshadweep),Sunil Yadav,4.88,501,Hatchback (WagonR),Tata Tiago,4,250,12,6,0,0
1572,STV,Surat,Ramesh Verma,4.89,2266,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
1573,ATQ,Amritsar,Anil Deshmukh,4.51,1146,Executive Premium,Skoda Superb,4,1200,35,10,0,0
1574,UTK,Kalahandi / Utkela,Sunil Yadav,4.58,1666,Sedan (Dzire/Etios),Toyota Etios,4,350,14,10,0,0
1575,PBN,Parbhani,Sanjay Rao,4.74,1289,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,11,0,0
1576,RKG,Durgapur,Dinesh Pillai,4.65,1654,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
1577,UTL,Barmer,Manoj Gupta,4.91,1285,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
1578,GAW,Guwahati,Mahesh Choudhary,4.88,95,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
1579,IXY,Kandla,Praveen Nair,4.86,236,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,7,1,0
1580,ALD,Aligarh,Rohan Mehta,4.77,1247,Sedan (Dzire/Etios),Toyota Etios,4,350,14,14,0,0
1581,ASL,Asansol,Deepak Joshi,4.54,898,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
1582,VJZ,Bhogapuram / Vizianagaram,Anil Deshmukh,4.84,2119,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
1583,ANK,Ankleshwar,Praveen Nair,4.72,1510,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,10,0,0
1584,GOP,Ganjam / Gopalpur,Rajesh Sharma,4.74,1116,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
1585,AMRE,Amreli,Rohan Mehta,4.61,1029,Sedan (Dzire/Etios),Toyota Etios,4,350,14,6,0,0
1586,PNY,Puducherry,Suresh Patel,4.59,1304,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,5,1,0
1587,KAR,Karad / Satara,Deepak Joshi,4.42,519,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,7,1,0
1588,ASL,Asansol,Anil Deshmukh,4.78,1312,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
1589,RJA,Rajahmundry,Vikram Singh,4.62,1344,Executive Premium,Toyota Camry Hybrid,4,1200,35,5,0,0
1590,IXG,Belagavi,Vijay Reddy,4.95,2078,Executive Premium,Mercedes C-Class,4,1200,35,6,0,0
1591,PAL,Pali,Pankaj Das,4.78,606,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
1592,KHO,Khowai,Suresh Patel,4.83,882,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,12,0,0
1593,JGD,Jagdalpur,Rajesh Sharma,4.56,1697,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,11,0,0
1594,COK,Kochi,Vijay Reddy,4.69,536,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
1595,MEH,Mehsana,Sanjay Rao,4.65,1355,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,3,1,0
1596,BGP,Bhagalpur,Ramesh Verma,4.87,1673,Executive Premium,Toyota Camry Hybrid,4,1200,35,11,0,0
1597,SLN,Sultanpur,Sanjay Rao,4.57,1379,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,11,0,0
1598,LKO,Lucknow,Gaurav Tiwari,4.96,275,Executive Premium,Mercedes C-Class,4,1200,35,13,0,0
1599,KARN,Karnal,Gaurav Tiwari,4.69,2262,Sedan (Dzire/Etios),Toyota Etios,4,350,14,3,0,0
1600,MEH,Mehsana,Ramesh Verma,4.78,2194,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
1601,KHA,Khandwa,Sanjay Rao,4.41,164,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,8,1,0
1602,KHA,Khandwa,Vijay Reddy,4.44,2260,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
1603,BGP,Bhagalpur,Vikram Singh,4.91,2388,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,4,0,0
1604,NVM,Navi Mumbai,Praveen Nair,4.43,436,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
1605,AMH,Azamgarh,Sunil Yadav,4.56,1765,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,8,0,0
1606,PUR,Purulia,Rajesh Sharma,4.59,1183,Executive Premium,Mercedes C-Class,4,1200,35,11,0,0
1607,BHJ,Bhuj (Kutch),Vijay Reddy,4.61,475,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
1608,SAG,Shirdi,Amit Kumar,4.52,817,Executive Premium,Skoda Superb,4,1200,35,14,0,0
1609,NAG,Nagpur,Santosh Kulkarni,4.8,329,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,7,0,0
1610,YTL,Yavatmal,Praveen Nair,4.47,1954,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,3,0,0
1611,KBK,Kushinagar,Vikram Singh,4.91,94,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
1612,STV,Surat,Harpreet Singh,4.93,1693,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,10,0,0
1613,SIV,Sivasagar,Ramesh Verma,4.74,2129,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,13,0,0
1614,ANK,Ankleshwar,Mahesh Choudhary,4.86,137,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
1615,IXS,Silchar,Suresh Patel,4.5,1004,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
1616,ASL,Asansol,Harpreet Singh,4.82,1797,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,3,1,0
1617,IXE,Mangaluru,Sanjay Rao,4.98,1480,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,10,0,0
1618,RGD,Raigarh,Harpreet Singh,4.43,610,Executive Premium,Skoda Superb,4,1200,35,3,0,0
1619,BHJ,Bhuj (Kutch),Ramesh Verma,4.51,2335,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
1620,IXR,Ranchi,Anil Deshmukh,4.54,1361,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,11,0,0
1621,PNV,Porbandar,Gaurav Tiwari,4.95,518,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,5,0,0
1622,KOR,Koraput,Rahul Banerjee,4.53,797,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,9,0,0
1623,BDQ,Vadodara,Pankaj Das,4.83,504,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
1624,PNV,Porbandar,Manoj Gupta,4.63,813,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,4,0,0
1625,IXR,Ranchi,Sanjay Rao,4.8,729,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
1626,BHJ,Bhuj (Kutch),Rajesh Sharma,4.89,1437,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
1627,KAI,Kailashahar,Gaurav Tiwari,4.51,1367,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
1628,HIR,Sambalpur,Dinesh Pillai,4.5,807,Hatchback (WagonR),Tata Tiago,4,250,12,10,0,0
1629,JSA,Jaisalmer,Santosh Kulkarni,4.49,935,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,13,0,0
1630,SAH,Saharanpur,Mahesh Choudhary,4.62,1972,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,9,1,0
1631,MYQ,Mysuru,Rohan Mehta,4.77,1870,Hatchback (WagonR),Tata Tiago,4,250,12,10,0,0
1632,COB,Cooch Behar,Santosh Kulkarni,4.61,664,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
1633,JRH,Jorhat,Dinesh Pillai,4.65,2327,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
1634,NEEM,Neemuch,Santosh Kulkarni,4.86,2362,Executive Premium,Skoda Superb,4,1200,35,5,0,0
1635,VTZ,Visakhapatnam,Harpreet Singh,4.97,2240,Executive Premium,Skoda Superb,4,1200,35,9,0,0
1636,JRG,Jharsuguda,Rohan Mehta,4.68,2094,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
1637,JDH,Jodhpur,Mahesh Choudhary,4.66,1719,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,9,0,0
1638,ISK,Nashik,Ramesh Verma,4.67,761,Executive Premium,Skoda Superb,4,1200,35,3,0,0
1639,HSR,Rajkot,Deepak Joshi,4.89,287,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,10,1,0
1640,IDR,Indore,Rajesh Sharma,4.49,1557,Sedan (Dzire/Etios),Toyota Etios,4,350,14,5,0,0
1641,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Rahul Banerjee,4.98,1686,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,7,0,0
1642,IDR,Indore,Rohan Mehta,4.8,2365,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,10,1,0
1643,IXR,Ranchi,Rahul Banerjee,4.84,1737,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,11,0,0
1644,RGD,Raigarh,Pankaj Das,4.57,1547,Hatchback (WagonR),Hyundai i10,4,250,12,11,0,0
1645,KOR,Koraput,Rajesh Sharma,4.67,1786,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
1646,RMD,Ratnagiri,Pankaj Das,4.76,896,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
1647,TEZ,Tezpur,Vikram Singh,4.71,901,Hatchback (WagonR),Hyundai i10,4,250,12,4,0,0
1648,BOM,Mumbai,Ramesh Verma,4.85,138,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
1649,ASL,Asansol,Vikram Singh,4.78,1315,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,13,0,0
1650,BHU,Bathinda,Manoj Gupta,4.6,1944,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
1651,BLT,Balurghat,Harpreet Singh,4.77,1841,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
1652,HJR,Khajuraho,Harpreet Singh,4.93,946,Hatchback (WagonR),Hyundai i10,4,250,12,13,0,0
1653,KAR,Karad / Satara,Anil Deshmukh,4.78,671,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
1654,BPI,Mayurbhanj,Deepak Joshi,4.65,1418,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
1655,KHO,Khowai,Vikram Singh,4.54,2218,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
1656,RAT,Ratlam,Manoj Gupta,4.69,1632,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
1657,PYG,Gangtok / Pakyong (Sikkim),Pankaj Das,4.64,2161,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,10,0,0
1658,PINJ,Panchkula / Pinjore,Suresh Patel,4.84,894,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
